namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Beketaten,Ankhefensekhmet,,"Menkaure,",the Grand Architect,,,Khnums Ram,,,,,,,Hieracon,,,,,Montu's Spear,,Besna,Anuket's Hearth,,,,Dagger of Ta-Bijet,Amon's Javelin,Dagger of Pelican,,Taweret,Revelation of Thoth,,Khentekhtai's Khopesh,Thermuthis,,,,,,,,Imhotep's Brilliance,Eye of Imhotep,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Benerib,Ankhkherednefer,,"Mentuhotep,",Tamer of Worlds,,,Shus Tempest,,,,,,,Avaris,,,,,Neith's Spear,,Meretseger,Anuket's Bounty,,,,Blade of Besna,Blood of Selkis,Astarte's Chariot,,Taweret,Thoth's Secret,,Meretseger's Dagger,Meret,,,,,,,,Eye of Thoth,Thoth's Brilliance,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Betrest,Anpuhotep,,"Tao,",Utterance of Osiris,,,Bastets Grace,,,,,,,Tayu-djayet,,,,,Amon's Vigil,,Khefthernebes,Rite of Hapi,,,,Blood of Shemat-Khu,Neith's Khopesh,Blood of Anat,,Ishtar,Khonsu's Utterance,,Apis's Khopesh,Heret-Kau,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bintanath,Apophis,,"Kamose,",the Fighting Hawk,,,Gebs Stone,,,,,,,Djedet,,,,,Wrath of Selkis,,,Nepit's Will,,,,Blood of Serapis,Menhit's Spear,Khesfu's Chariot,,Heptet,Thoth's Horizon,,Shesmetet's Javelin,Ihy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Djedjetamen,Ay,,"Ptolemy,",Lord of the Stars,,,Anhurs Arrow,,,,,,,Edfu,,,,,Wrath of Neith,,,Hapi's Bounty,,,,Dagger of Ahti,Menhit's Chariot,Astarte's Khopesh,,Anat,Khonsu's Horizion,,Fist of Setcheh,Nebt-Mat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Djefatnebti,Bakenkhonsu,,"Inaros,",Osirian Protector,,,Horuss Call,,,,,,,Khem,,,,,Sobek's Fury,,,Isis's Will,,,,Blood of Hetepes-Sekhus,Fist of Ra,Hetepes-Sekhus's Fury,,Besna,,,Asti's Vigil,An-tcher-f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Djeseretnebti,Bakenranef,,"Seti,",Guardian of the Gods,,,Anukets Bow,,,,,,,Khasut,,,,,Anubis's Rage,,,Rite of Nepit,,,,Blade of Hedetet,Blade of Amon,Shesmetet's Arrow,,Astarte,,,Blood of Heryshaf,Tjenmyt,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Duathathor,Bardiya,,,Blessed of Isis,,,Satets Pioneers,,,,,,,Hebenu,,,,,Fist of Selkis,,,Renenutet's Hearth,,,,Amu-Aa's Arrow,Blood of Menhit,Anhefta's Arrow,,Khefthernebes,,,Wrath of Astarte,Heptet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gautseshen,Baufra,,,Eye of Horus,,,Hapis Deluge,,,,,,,Qus,,,,,Fist of Aten,,,Hapi's Will,,,,Shesmetet's Chariot,Montu's Dagger,Seblumeker's Khopesh,,Hedetet,,,Shesmetet's Rage,Sebiumeker,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Haankhes,Chephren,,,,,,Amuns Chosen,,,,,,,Thinis,,,,,Amon-Ra's Dagger,,,Rite of Hathor,,,,Taweret's Shield,Blood of Montu,Baal's Spear,,Hetepes-Sekhus,,,Hetepes-Sekhus's Rage,Nebethetepet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hathorhotep,Djedefhor,,,,,,Wadjs Wave,,,,,,,Zau,,,,,Hetemit's Shield,,,Renenutet's Bounty,,,,Heryshaf's Shield,Dagger of Montu,Dagger of Meretseger,,Ammit,,,Blade of Anhefta,Amathaunta,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hbnj,Djedefptah,,,,,,Atums Brilliance,,,,,,,Pachnamunis,,,,,Sobek's Arrow,,,Hapi's Hearth,,,,Amu-Aa's Rage,Blade of Amon-Ra,Meretseger's Arrow,,Ta-Bijet,,,Khesfu's Shield,Anhefta,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hbny,Djedefre,,,,,,Sobeks Bite,,,,,,,Nekhen,,,,,Fist of Amon-Ra,,,Earth of Tatenen,,,,Heryshaf's Javelin,Ra's Shield,Mehen's Rage,,Anuke,,,Wrath of Pelican,Sopdet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hekenuhedjet,Djedhor,,,,,,Amunets Heirs,,,,,,,Shashotep,,,,,Blood of Sekhmet,,,Tatenen's Bounty,,,,Fist of Wepset,Osiris's Shield,Blade of Reshep,,Pelican,,,Denwen's Shield,Jupiter-Amun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henutmehyt,Djedkare,,,,,,Anubiss Scourge,,,,,,,Per-Wadjet,,,,,Amon-Ra's Javelin,,,Rite of Isis,,,,Blade of Buchis,Maahes's Fury,Blood of Meretseger,,Kebehut,,,Apesh's Arrow,Nefertari,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henutmire,Djehutihotep,,,,,,Neiths Hunt,,,,,,,Iken,,,,,Horus's Shield,,,Nepit's Hearth,,,,Dagger of Khentekhtai,Selkis's Vigil,Apis's Dagger,,Shemat-Khu,,,Harmachis's Rage,Meretseger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henutsekhemu,Djoser,,,,,,Montus Khopesh,,,,,,,Djerty,,,,,Set's Khopesh,,,Hathor's Hearth,,,,Serket's Khopesh,Ra's Vigil,Khesfu's Rage,,Astarte,,,Blood of Ta-Bijet,Qetesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henutsen,Harsiese,,,,,,Thoths Wisdom,,,,,,,Herwer,,,,,Set's Javelin,,,Tatenen's Hearth,,,,Ammit's Khopesh,Sobek's Javelin,Serapis's Dagger,,Kebehut,,,Wepset's Arrow,An-a-f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henuttadesh,Heqaib,,,,,,Tefnuts Typhoon,,,,,,,Canopus,,,,,Fist of Sobek,,,Rite of Renenutet,,,,Aani's Rage,Maahes's Dagger,Shemat-Khu's Fury,,Wepset,,,Apis's Chariot,Sepa,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henuttamehu,Hordjedef,,,,,,Khonsus Halo,,,,,,,Shedet,,,,,Aten's Dagger,,,Anuket's Will,,,,Wrath of Wepset,Blade of Osiris,Wepwawet's Khopesh,,Ahti,,,Blood of Mehen,Tutu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henuttaneb,Horemheb,,,,,,Ras Radiance,,,,,,,Soknopaiou Nesos,,,,,Dagger of Set,,,,,,,Hetepes-Sekhus's Spear,Aten's Khopesh,Nehebu-Kau's Dagger,,Anhefta,,,Pelican's Khopesh,Wepset,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Henuttawy,Hotepsekhemwy,,,,,,Atens Light,,,,,,,Ipu,,,,,Neith's Javelin,,,,,,,Fist of Khentekhtai,Sobek's Khopesh,Dagger of Baal,,Shesmetet,,,Fist of Reshep,Iw,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Herneith,Ibi,,,,,,Osiriss Reborn,,,,,,,Koptos,,,,,Bastet's Javelin,,,,,,,Denwen's Chariot,Selkis's Spear,Pelican's Dagger,,Heptet,,,Heryshaf's Spear,Amenhotep,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hetepenamun,Idu,,,,,,Maats Justice,,,,,,,Chenem-Waset,,,,,Dagger of Amon,,,,,,,Blade of Kebehut,Aten's Arrow,Blood of Pelican,,Shentayet,,,Amu-Aa's Khopesh,Apep,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hetepheres,Imoúthēs,,,,,,Wadjets Hiss,,,,,,,Per-Atum,,,,,Blade of Sekhmet,,,,,,,Amu-Aa's Spear,Fist of Montu,Khefthernebes's Dagger,,Khefthernebes,,,Nehebu-Kau's Shield,Min,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hetephernebti,Inykhnum,,,,,,,,,,,,,Pi-Ramesses,,,,,Anubis's Fury,,,,,,,Fist of Hedetet,Anubis's Arrow,Blade of Serapis,,Shentayet,,,Wrath of Setcheh,Uneg/Weneg,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hrere,Inyotef,,,,,,,,,,,,,Naqada,,,,,Amon-Ra's Rage,,,,,,,Khefthernebes's Khopesh,Dagger of Neith,Blade of Shentayet,,Anhefta,,,Shentayet's Vigil,Fetket,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Inenek,Iry-Hor,,,,,,,,,,,,,Thonis,,,,,Osiris's Chariot,,,,,,,Serapis's Javelin,Amon's Khopesh,Dagger of Hedetet,,Meretseger,,,Harmachis's Vigil,Khesfu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isetemkheb,Iuseneb,,,,,,,,,,,,,Heliopolis,,,,,Amon's Spear,,,,,,,Mehen's Vigil,Blood of Hetemit,Fist of Shesmetet,,Pelican,,,Shesmetet's Khopesh,Besna,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isetnofret,Joba,,,,,,,,,,,,,Per-Amun,,,,,Ra's Javelin,,,,,,,Shemat-Khu's Dagger,Montu's Javelin,Fist of Meretseger,,Serket,,,Khentekhtai's Rage,Peteese,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Joba,Ka,,,,,,,,,,,,,Naucratis,,,,,Osiris's Rage,,,,,,,Blade of Taweret,Amon's Arrow,Heryshaf's Khopesh,,Wepset,,,Dagger of Hetepes-Sekhus,Kebehut,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kanzuie,Kanefer,,,,,,,,,,,,,Dendera,,,,,Sobek's Spear,,,,,,,Fist of Anat,Sekhmet's Chariot,Wepset's Khopesh,,Ahti,,,Wrath of Taweret,Amenhotep I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khamerernebty,Khabawsokar,,,,,,,,,,,,,Nekheb,,,,,Blood of Amon,,,,,,,Fist of Seblumeker,Neith's Arrow,Pelican's Rage,,Besna,,,Fist of Wepset,Nebt-Shat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khedebneithirbinet,Khaemwaset,,,,,,,,,,,,,Sumenu,,,,,Maahes's Khopesh,,,,,,,Anat's Chariot,Anubis's Dagger,Blood of Anuke,,Shesmetet,,,Blade of Wepset,Shenty,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khenemetibamun,Khaemweset,,,,,,,,,,,,,Timinhor,,,,,Anhur's Vigil,,,,,,,Seblumeker's Fury,Dagger of Osiris,Khentekhtai's Vigil,,,,,Dagger of Khesfu,Ash,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khenemetneferhedjet,Khasekhemwy,,,,,,,,,,,,,Alexandria,,,,,Ra's Chariot,,,,,,,Fist of Buchis,Fist of Anhur,Serapis's Chariot,,,,,Anuke's Chariot,Sah,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khenthap,Khensu,,,,,,,,,,,,,Ptkheka,,,,,Bastet's Arrow,,,,,,,Blood of Ishtar,Dagger of Hetemit,Wrath of Shentayet,,,,,Khentekhtai's Fury,Khenti-qerer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khufuankh,Kheperkare,,,,,,,,,,,,,Madu,,,,,Blade of Ra,,,,,,,Fist of Astarte,Bastet's Dagger,Serapis's Spear,,,,,Setcheh's Javelin,Imhotep,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kiya,Khepri,,,,,,,,,,,,,Thebes,,,,,Osiris's Fury,,,,,,,Serket's Shield,Fist of Bastet,Wrath of Harmachis,,,,,Wepset's Shield,Raet-Tawy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maat-hor,Khueninpu,,,,,,,,,,,,,Djedu,,,,,Fist of Horus,,,,,,,Ishtar's Spear,Aten's Shield,Pelican's Shield,,,,,Blood of Heptet,Sefkhet-Abwy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maathorneferure,Khufukhaf,,,,,,,,,,,,,Per-Bast,,,,,Anhur's Rage,,,,,,,Shesmetet's Spear,Montu's Shield,Harmachis's Dagger,,,,,Fist of Mehen,Hedetet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mayet,Koshari,,,,,,,,,,,,,Khemenu,,,,,Amon's Fury,,,,,,,Blade of Pelican,Blade of Hetemit,Blade of Hetepes-Sekhus,,,,,Fist of Hetepes-Sekhus,Babi,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mayetenaten,Menkaure,,,,,,,,,,,,,Semabehdet,,,,,Osiris's Arrow,,,,,,,Anat's Arrow,Anubis's Shield,Ishtar's Chariot,,,,,Wrath of Anat,Mafdet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meketaten,Menkheperre,,,,,,,,,,,,,Per-Sopdu,,,,,Wrath of Amon-Ra,,,,,,,Seblumeker's Shield,Montu's Khopesh,Besna's Vigil,,,,,Hetepes-Sekhus's Vigil,Mnevis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Menmet,Mentuherkhepeshef,,,,,,,,,,,,,Buhen,,,,,Blood of Anhur,,,,,,,Ammit's Chariot,Set's Rage,Anat's Shield,,,,,Apesh's Spear,Neferhotep,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meresamun,Mentuhotep,,,,,,,,,,,,,Qis,,,,,Wrath of Ra,,,,,,,Ta-Bijet's Shield,Set's Fury,Taweret's Javelin,,,,,Blade of Ahti,Nehmetawy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meres-nip,Meriiti,,,,,,,,,,,,,Per-Medjed,,,,,Horus's Spear,,,,,,,Dagger of Apesh,Aten's Fury,Blood of Setcheh,,,,,Ta-Bijet's Chariot,Hu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meret-isesi,Merneptah,,,,,,,,,,,,,Hermonthis,,,,,Neith's Fury,,,,,,,Dagger of Serket,Dagger of Selkis,Buchis's Arrow,,,,,Ta-Bijet's Khopesh,Werethekau,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meretseger,Merysekhmet,,,,,,,,,,,,,Tepihu,,,,,Osiris's Khopesh,,,,,,,Anhefta's Chariot,Amon's Chariot,Meretseger's Khopesh,,,,,Baal's Fury,Dua,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Merit,Mesen-ka,,,,,,,,,,,,,Tanis,,,,,Bastet's Vigil,,,,,,,Ishtar's Khopesh,Sekhmet's Vigil,Aani's Javelin,,,,,Ishtar's Javelin,Sesenet-Khu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meritamen,Metjen,,,,,,,,,,,,,Asyut,,,,,Maahes's Vigil,,,,,,,Apis's Arrow,Montu's Rage,Khefthernebes's Rage,,,,,Blade of Denwen,Ba-Ra,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meritamun,Mina,,,,,,,,,,,,,Taremu,,,,,Maahes's Javelin,,,,,,,Dagger of Pelican,Blade of Horus,Apis's Javelin,,,,,Blade of Khentekhtai,Heryshaf,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meritaten,Minmose,,,,,,,,,,,,,Saka,,,,,Wrath of Anubis,,,,,,,Blade of Nehebu-Kau,Dagger of Aten,Kebehut's Khopesh,,,,,Khefthernebes's Arrow,Hert-sefu-s,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meritptah,Nakht,,,,,,,,,,,,,Ta-senet,,,,,Hetemit's Javelin,,,,,,,Apesh's Chariot,Bastet's Shield,Khentekhtai's Shield,,,,,Reshep's Dagger,Seret,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Merneith,Nakhtmut,,,,,,,,,,,,,Tjebu,,,,,Blade of Sobek,,,,,,,Ahti's Vigil,Horus's Fury,Am-heh's Arrow,,,,,Amu-Aa's Shield,Hert-Nemmat-Set,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Meryt,Nakhtre,,,,,,,,,,,,,Seshesh,,,,,Dagger of Maahes,,,,,,,Shemat-Khu's Javelin,Blade of Bastet,Anhefta's Shield,,,,,Dagger of Astarte,Shentayet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Merytkhet,Narmer,,,,,,,,,,,,,Henen-nesut,,,,,Amon's Shield,,,,,,,Fist of Heptet,Amon-Ra's Shield,Taweret's Arrow,,,,,Anuke's Arrow,Astennu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Merytmihapi,Nebemakhet,,,,,,,,,,,,,Hermopolis Parva,,,,,Fist of Osiris,,,,,,,Blade of Meretseger,Sobek's Shield,Wrath of Khesfu,,,,,Hetepes-Sekhus's Khopesh,Ammit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Merytnetjer,Nebmaatre,,,,,,,,,,,,,Menouthis,,,,,Wrath of Montu,,,,,,,Anti's Shield,Aten's Vigil,Ta-Bijet's Arrow,,,,,Fist of Ta-Bijet,Sekhemus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Merytre,Nefer,,,,,,,,,,,,,Tjaru,,,,,Horus's Rage,,,,,,,Blade of Astarte,Ra's Fury,Apep's Arrow,,,,,Heptet's Rage,Pesi,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mutemwiya,Neferhotep,,,,,,,,,,,,,Athribis,,,,,Selkis's Shield,,,,,,,Wepset's Chariot,Aten's Spear,Wepset's Fury,,,,,Dagger of Shesmetet,Sekhat-Hor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mutmetjennefer,Neferirkare,,,,,,,,,,,,,Tamiat,,,,,Dagger of Amon-Ra,,,,,,,Baal's Chariot,Blood of Horus,Heryshaf's Fury,,,,,Fist of Anti,Sepṭu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mut-tuya,Neferkasokar,,,,,,,,,,,,,Rosetta,,,,,Blade of Neith,,,,,,,Mehen's Javelin,Hetemit's Spear,Khesfu's Javelin,,,,,Blood of Anti,Thmei,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nakhtmut,Nefermaat,,,,,,,,,,,,,,,,,,Fist of Menhit,,,,,,,Anti's Javelin,Maahes's Rage,Heptet's Vigil,,,,,Serket's Spear,Temet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nakhtneith,Nefer-setekh,,,,,,,,,,,,,,,,,,Blood of Osiris,,,,,,,Khefthernebes's Vigil,Neith's Chariot,Aani's Dagger,,,,,Kebehut's Chariot,Taweret,,,,,,,,,,,,,,,
