namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Beketaten,Ankhefensekhmet,,"Menkaure, Lord of Worlds",,,,Khnum's Ram,,,,,,,Hieracon,,,,,Ra's Shield,,Besna,Anuket's Hearth,,,Dagger of Ta-Bijet,Fist of Osiris,Dagger of Pelican,,Revelation of Thoth,,Khentekhtai's Khopesh,Thermuthis,,,,,,,Imhotep's Brilliance,Rite of Hathor,Anhur's Vigil,,Nyuserre Ini's Command,
,,,,,,,,,,,,,,,,,,,,,,Benerib,Ankhkherednefer,,"Mentuhotep, the Golden Falcon",,,,Shu's Tempest,,,,,,,Avaris,,,,,Blood of Hetemit,,Meretseger,Anuket's Bounty,,,Blade of Besna,Ra's Fury,Astarte's Chariot,,Thoth's Secret,,Meretseger's Dagger,Meret,,,,,,,Eye of Thoth,Anuket's Will,Horus's Spear,,Khonsu's Steed,
,,,,,,,,,,,,,,,,,,,,,,Betrest,Anpuhotep,,"Tao, Mighty of Kas",,,,Bastet's Grace,,,,,,,Tayu-djayet,,,,,Blade of Aten,,Khefthernebes,Rite of Hapi,,,Blood of Shemat-Khu,Amon's Javelin,Blood of Anat,,Khonsu's Utterance,,Apis's Khopesh,Heret-Kau,,,,,,,,Renenutet's Will,Set's Rage,,Word of Ra,
,,,,,,,,,,,,,,,,,,,,,,Bintanath,Apophis,,"Kamose, Hand of Aten",,,,Geb's Stone,,,,,,,Djedet,,,,,Selkis's Javelin,,,Nepit's Will,,,Blood of Serapis,Ra's Vigil,Khesfu's Chariot,,Thoth's Horizon,,Shesmetet's Javelin,Ihy,,,,,,,,Anuket's Hearth,Blade of Neith,,Neferefre's Command,
,,,,,,,,,,,,,,,,,,,,,,Djedjetamen,Ay,,"Ptolemy, Wisdom of the Ancients",,,,Anhur's Arrow,,,,,,,Edfu,,,,,Montu's Arrow,,,Hapi's Bounty,,,Dagger of Ahti,Hetemit's Spear,Astarte's Khopesh,,Khonsu's Horizion,,Fist of Setcheh,Nebt-Mat,,,,,,,,Hapi's Flood,Anhur's Rage,,Senusret's Barque,
,,,,,,,,,,,,,,,,,,,,,,Djefatnebti,Bakenkhonsu,,"Inaros, Ray of Amon",,,,Horus's Call,,,,,,,Khem,,,,,Osiris's Khopesh,,,Isis's Will,,,Blood of Hetepes-Sekhus,Hetemit's Vigil,Hetepes-Sekhus's Fury,,,,Asti's Vigil,An-tcher-f,,,,,,,,Hathor's Will,Blood of Anhur,,Spirit of Den,
,,,,,,,,,,,,,,,,,,,,,,Djeseretnebti,Bakenranef,,"Seti, King of the Heavens",,,,Anuket's Bow,,,,,,,Khasut,,,,,Blood of Aten,,,Rite of Nepit,,,Blade of Hedetet,Blade of Amon-Ra,Shesmetet's Arrow,,,,Blood of Heryshaf,Tjenmyt,,,,,,,,Rite of Isis,Montu's Spear,,Spirit of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Duathathor,Bardiya,,,,,,Satet's Pioneers,,,,,,,Hebenu,,,,,Set's Chariot,,,Renenutet's Hearth,,,Amu-Aa's Arrow,Horus's Arrow,Anhefta's Arrow,,,,Wrath of Astarte,Heptet,,,,,,,,Renenutet's Bounty,Ra's Javelin,,Word of Khafre,
,,,,,,,,,,,,,,,,,,,,,,Gautseshen,Baufra,,,,,,Hapi's Deluge,,,,,,,Qus,,,,,Neith's Khopesh,,,Hapi's Will,,,Shesmetet's Chariot,Anhur's Khopesh,Seblumeker's Khopesh,,,,Shesmetet's Rage,Sebiumeker,,,,,,,,Renenutet's Hearth,Bastet's Spear,,Voice of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Haankhes,Chephren,,,,,,Amun's Chosen,,,,,,,Thinis,,,,,Bastet's Vigil,,,Rite of Hathor,,,Taweret's Shield,Wrath of Neith,Baal's Spear,,,,Hetepes-Sekhus's Rage,Nebethetepet,,,,,,,,Isis's Bounty,Maahes's Khopesh,,Will of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Hathorhotep,Djedefhor,,,,,,Wadj's Wave,,,,,,,Zau,,,,,Montu's Chariot,,,Renenutet's Bounty,,,Heryshaf's Shield,Aten's Shield,Dagger of Meretseger,,,,Blade of Anhefta,Amathaunta,,,,,,,,Hathor's Hearth,Anubis's Rage,,Breath of Djedre,
,,,,,,,,,,,,,,,,,,,,,,Hbnj,Djedefptah,,,,,,Atum''s Brilliance,,,,,,,Pachnamunis,,,,,Set's Rage,,,Hapi's Hearth,,,Amu-Aa's Rage,Sobek's Khopesh,Meretseger's Arrow,,,,Khesfu's Shield,Anhefta,,,,,,,,Isis's Will,Amon's Fury,,Voice of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Hbny,Djedefre,,,,,,Sobek's Bite,,,,,,,Nekhen,,,,,Neith's Spear,,,Earth of Tatenen,,,Heryshaf's Javelin,Blade of Neith,Mehen's Rage,,,,Wrath of Pelican,Sopdet,,,,,,,,Nepit's Bounty,Blood of Sekhmet,,Ra's Steed,
,,,,,,,,,,,,,,,,,,,,,,Hekenuhedjet,Djedhor,,,,,,Amunet's Heirs,,,,,,,Shashotep,,,,,Osiris's Dagger,,,Tatenen's Bounty,,,Fist of Wepset,Fist of Bastet,Blade of Reshep,,,,Denwen's Shield,Jupiter-Amun,,,,,,,,Hathor's Bounty,Maahes's Javelin,,Voice of Osiris,
,,,,,,,,,,,,,,,,,,,,,,Henutmehyt,Djedkare,,,,,,Anubis's Scourge,,,,,,,Per-Wadjet,,,,,Blade of Ra,,,Rite of Isis,,,Blade of Buchis,Montu's Dagger,Blood of Meretseger,,,,Apesh's Arrow,Nefertari,,,,,,,,Hapi's Will,Set's Javelin,,Nyuserre Ini's Barque,
,,,,,,,,,,,,,,,,,,,,,,Henutmire,Djehutihotep,,,,,,Neith's Hunt,,,,,,,Iken,,,,,Aten's Khopesh,,,Nepit's Hearth,,,Dagger of Khentekhtai,Wrath of Anubis,Apis's Dagger,,,,Harmachis's Rage,Meretseger,,,,,,,,Anuket's Bounty,Dagger of Sobek,,Hor-Aha's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Henutsekhemu,Djoser,,,,,,Montu's Khopesh,,,,,,,Djerty,,,,,Anhur's Khopesh,,,Hathor's Hearth,,,Serket's Khopesh,Blood of Selkis,Khesfu's Rage,,,,Blood of Ta-Bijet,Qetesh,,,,,,,,Hapi's Bounty,Blood of Montu,,Word of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Henutsen,Harsiese,,,,,,Thoth's Wisdom,,,,,,,Herwer,,,,,Amon-Ra's Dagger,,,Tatenen's Hearth,,,Ammit's Khopesh,Blade of Sobek,Serapis's Dagger,,,,Wepset's Arrow,An-a-f,,,,,,,,Rite of Hapi,Bastet's Vigil,,Word of Ptahshepses,
,,,,,,,,,,,,,,,,,,,,,,Henuttadesh,Heqaib,,,,,,Tefnut's Typhoon,,,,,,,Canopus,,,,,Sobek's Spear,,,Rite of Renenutet,,,Aani's Rage,Fist of Sekhmet,Shemat-Khu's Fury,,,,Apis's Chariot,Sepa,,,,,,,,Hapi's Hearth,Maahes's Dagger,,Word of Djedre,
,,,,,,,,,,,,,,,,,,,,,,Henuttamehu,Hordjedef,,,,,,Khonsu's Halo,,,,,,,Shedet,,,,,Montu's Rage,,,Anuket's Will,,,Wrath of Wepset,Anhur's Fury,Wepwawet's Khopesh,,,,Blood of Mehen,Tutu,,,,,,,,Rite of Renenutet,Sobek's Vigil,,Nephthys's Barque,
,,,,,,,,,,,,,,,,,,,,,,Henuttaneb,Horemheb,,,,,,Ra's Radiance,,,,,,,Soknopaiou Nesos,,,,,Fist of Ra,,,,,,Hetepes-Sekhus's Spear,Dagger of Hetemit,Nehebu-Kau's Dagger,,,,Pelican's Khopesh,Wepset,,,,,,,,,Aten's Shield,,Hetepheres's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Henuttawy,Hotepsekhemwy,,,,,,Aten's Light,,,,,,,Ipu,,,,,Ra's Javelin,,,,,,Fist of Khentekhtai,Hetemit's Shield,Dagger of Baal,,,,Fist of Reshep,Iw,,,,,,,,,Blood of Horus,,Spirit of Kagemni,
,,,,,,,,,,,,,,,,,,,,,,Herneith,Ibi,,,,,,Osiris's Reborn,,,,,,,Koptos,,,,,Blood of Horus,,,,,,Denwen's Chariot,Fist of Montu,Pelican's Dagger,,,,Heryshaf's Spear,Amenhotep,,,,,,,,,Blade of Set,,Horus's Barque,
,,,,,,,,,,,,,,,,,,,,,,Hetepenamun,Idu,,,,,,Maat's Justice,,,,,,,Chenem-Waset,,,,,Hetemit's Fury,,,,,,Blade of Kebehut,Blade of Set,Blood of Pelican,,,,Amu-Aa's Khopesh,Apep,,,,,,,,,Osiris's Khopesh,,Den's Barque,
,,,,,,,,,,,,,,,,,,,,,,Hetepheres,Imoúthēs,,,,,,Wadjet's Hiss,,,,,,,Per-Atum,,,,,Aten's Javelin,,,,,,Amu-Aa's Spear,Neith's Fury,Khefthernebes's Dagger,,,,Nehebu-Kau's Shield,Min,,,,,,,,,Blade of Ra,,Word of Kagemni,
,,,,,,,,,,,,,,,,,,,,,,Hetephernebti,Inykhnum,,,,,,,,,,,,,Pi-Ramesses,,,,,Horus's Arrow,,,,,,Fist of Hedetet,Blade of Osiris,Blade of Serapis,,,,Wrath of Setcheh,Uneg/Weneg,,,,,,,,,Horus's Fury,,Voice of Kagemni,
,,,,,,,,,,,,,,,,,,,,,,Hrere,Inyotef,,,,,,,,,,,,,Naqada,,,,,Osiris's Javelin,,,,,,Khefthernebes's Khopesh,Neith's Javelin,Blade of Shentayet,,,,Shentayet's Vigil,Fetket,,,,,,,,,Hetemit's Fury,,Voice of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Inenek,Iry-Hor,,,,,,,,,,,,,Thonis,,,,,Horus's Chariot,,,,,,Serapis's Javelin,Selkis's Vigil,Dagger of Hedetet,,,,Harmachis's Vigil,Khesfu,,,,,,,,,Amon's Chariot,,Voice of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Isetemkheb,Iuseneb,,,,,,,,,,,,,Heliopolis,,,,,Selkis's Spear,,,,,,Mehen's Vigil,Maahes's Chariot,Fist of Shesmetet,,,,Shesmetet's Khopesh,Besna,,,,,,,,,Menhit's Javelin,,Neferirkare's Barque,
,,,,,,,,,,,,,,,,,,,,,,Isetnofret,Joba,,,,,,,,,,,,,Per-Amun,,,,,Ra's Vigil,,,,,,Shemat-Khu's Dagger,Osiris's Dagger,Fist of Meretseger,,,,Khentekhtai's Rage,Peteese,,,,,,,,,Horus's Chariot,,Khafre's Command,
,,,,,,,,,,,,,,,,,,,,,,Joba,Ka,,,,,,,,,,,,,Naucratis,,,,,Set's Fury,,,,,,Blade of Taweret,Montu's Spear,Heryshaf's Khopesh,,,,Dagger of Hetepes-Sekhus,Kebehut,,,,,,,,,Bastet's Shield,,Will of Ptahshepses,
,,,,,,,,,,,,,,,,,,,,,,Kanzuie,Kanefer,,,,,,,,,,,,,Dendera,,,,,Anubis's Fury,,,,,,Fist of Anat,Hetemit's Fury,Wepset's Khopesh,,,,Wrath of Taweret,Amenhotep I,,,,,,,,,Wrath of Bastet,,Osiris's Command,
,,,,,,,,,,,,,,,,,,,,,,Khamerernebty,Khabawsokar,,,,,,,,,,,,,Nekheb,,,,,Horus's Fury,,,,,,Fist of Seblumeker,Wrath of Bastet,Pelican's Rage,,,,Fist of Wepset,Nebt-Shat,,,,,,,,,Osiris's Fury,,Will of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,Khedebneithirbinet,Khaemwaset,,,,,,,,,,,,,Sumenu,,,,,Hetemit's Spear,,,,,,Anat's Chariot,Anubis's Arrow,Blood of Anuke,,,,Blade of Wepset,Shenty,,,,,,,,,Neith's Fury,,Isis's Steed,
,,,,,,,,,,,,,,,,,,,,,,Khenemetibamun,Khaemweset,,,,,,,,,,,,,Timinhor,,,,,Dagger of Bastet,,,,,,Seblumeker's Fury,Maahes's Dagger,Khentekhtai's Vigil,,,,Dagger of Khesfu,Ash,,,,,,,,,Maahes's Chariot,,Voice of Den,
,,,,,,,,,,,,,,,,,,,,,,Khenemetneferhedjet,Khasekhemwy,,,,,,,,,,,,,Alexandria,,,,,Fist of Menhit,,,,,,Fist of Buchis,Blood of Anubis,Serapis's Chariot,,,,Anuke's Chariot,Sah,,,,,,,,,Montu's Javelin,,Spirit of Ra,
,,,,,,,,,,,,,,,,,,,,,,Khenthap,Khensu,,,,,,,,,,,,,Ptkheka,,,,,Sekhmet's Dagger,,,,,,Blood of Ishtar,Montu's Javelin,Wrath of Shentayet,,,,Khentekhtai's Fury,Khenti-qerer,,,,,,,,,Fist of Maahes,,Spirit of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Khufuankh,Kheperkare,,,,,,,,,,,,,Madu,,,,,Anubis's Shield,,,,,,Fist of Astarte,Blood of Amon,Serapis's Spear,,,,Setcheh's Javelin,Imhotep,,,,,,,,,Wrath of Anhur,,Ptahshepses's Command,
,,,,,,,,,,,,,,,,,,,,,,Kiya,Khepri,,,,,,,,,,,,,Thebes,,,,,Menhit's Javelin,,,,,,Serket's Shield,Blood of Anhur,Wrath of Harmachis,,,,Wepset's Shield,Raet-Tawy,,,,,,,,,Fist of Osiris,,Kagemni's Command,
,,,,,,,,,,,,,,,,,,,,,,Maat-hor,Khueninpu,,,,,,,,,,,,,Djedu,,,,,Sekhmet's Chariot,,,,,,Ishtar's Spear,Maahes's Fury,Pelican's Shield,,,,Blood of Heptet,Sefkhet-Abwy,,,,,,,,,Anhur's Fury,,Khufu's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Maathorneferure,Khufukhaf,,,,,,,,,,,,,Per-Bast,,,,,Amon's Chariot,,,,,,Shesmetet's Spear,Fist of Maahes,Harmachis's Dagger,,,,Fist of Mehen,Hedetet,,,,,,,,,Wrath of Amon-Ra,,Khafre's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Mayet,Koshari,,,,,,,,,,,,,Khemenu,,,,,Fist of Montu,,,,,,Blade of Pelican,Blade of Hetemit,Blade of Hetepes-Sekhus,,,,Fist of Hetepes-Sekhus,Babi,,,,,,,,,Dagger of Maahes,,Spirit of Mahen,
,,,,,,,,,,,,,,,,,,,,,,Mayetenaten,Menkaure,,,,,,,,,,,,,Semabehdet,,,,,Dagger of Osiris,,,,,,Anat's Arrow,Sekhmet's Javelin,Ishtar's Chariot,,,,Wrath of Anat,Mafdet,,,,,,,,,Dagger of Selkis,,Will of Kagemni,
,,,,,,,,,,,,,,,,,,,,,,Meketaten,Menkheperre,,,,,,,,,,,,,Per-Sopdu,,,,,Neith's Javelin,,,,,,Seblumeker's Shield,Aten's Vigil,Besna's Vigil,,,,Hetepes-Sekhus's Vigil,Mnevis,,,,,,,,,Wrath of Neith,,Kagemni's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Menmet,Mentuherkhepeshef,,,,,,,,,,,,,Buhen,,,,,Aten's Spear,,,,,,Ammit's Chariot,Blade of Amon,Anat's Shield,,,,Apesh's Spear,Neferhotep,,,,,,,,,Hetemit's Vigil,,Neferefre's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Meresamun,Mentuhotep,,,,,,,,,,,,,Qis,,,,,Blade of Osiris,,,,,,Ta-Bijet's Shield,Maahes's Javelin,Taweret's Javelin,,,,Blade of Ahti,Nehmetawy,,,,,,,,,Sobek's Shield,,Apep's Command,
,,,,,,,,,,,,,,,,,,,,,,Meres-nip,Meriiti,,,,,,,,,,,,,Per-Medjed,,,,,Bastet's Shield,,,,,,Dagger of Apesh,Menhit's Fury,Blood of Setcheh,,,,Ta-Bijet's Chariot,Hu,,,,,,,,,Montu's Chariot,,Voice of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,Meret-isesi,Merneptah,,,,,,,,,,,,,Hermonthis,,,,,Ra's Khopesh,,,,,,Dagger of Serket,Dagger of Set,Buchis's Arrow,,,,Ta-Bijet's Khopesh,Werethekau,,,,,,,,,Blade of Sobek,,Mahen's Barque,
,,,,,,,,,,,,,,,,,,,,,,Meretseger,Merysekhmet,,,,,,,,,,,,,Tepihu,,,,,Hetemit's Vigil,,,,,,Anhefta's Chariot,Sobek's Spear,Meretseger's Khopesh,,,,Baal's Fury,Dua,,,,,,,,,Ra's Chariot,,Will of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Merit,Mesen-ka,,,,,,,,,,,,,Tanis,,,,,Dagger of Set,,,,,,Ishtar's Khopesh,Neith's Spear,Aani's Javelin,,,,Ishtar's Javelin,Sesenet-Khu,,,,,,,,,Dagger of Amon,,Voice of Khafre,
,,,,,,,,,,,,,,,,,,,,,,Meritamen,Metjen,,,,,,,,,,,,,Asyut,,,,,Horus's Spear,,,,,,Apis's Arrow,Amon's Arrow,Khefthernebes's Rage,,,,Blade of Denwen,Ba-Ra,,,,,,,,,Dagger of Hetemit,,Hor-Aha's Steed,
,,,,,,,,,,,,,,,,,,,,,,Meritamun,Mina,,,,,,,,,,,,,Taremu,,,,,Montu's Fury,,,,,,Dagger of Pelican,Osiris's Shield,Apis's Javelin,,,,Blade of Khentekhtai,Heryshaf,,,,,,,,,Blade of Sekhmet,,Word of Apep,
,,,,,,,,,,,,,,,,,,,,,,Meritaten,Minmose,,,,,,,,,,,,,Saka,,,,,Blade of Amon-Ra,,,,,,Blade of Nehebu-Kau,Bastet's Dagger,Kebehut's Khopesh,,,,Khefthernebes's Arrow,Hert-sefu-s,,,,,,,,,Neith's Arrow,,Breath of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Meritptah,Nakht,,,,,,,,,,,,,Ta-senet,,,,,Fist of Maahes,,,,,,Apesh's Chariot,Aten's Fury,Khentekhtai's Shield,,,,Reshep's Dagger,Seret,,,,,,,,,Neith's Rage,,Word of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,Merneith,Nakhtmut,,,,,,,,,,,,,Tjebu,,,,,Dagger of Amon-Ra,,,,,,Ahti's Vigil,Fist of Aten,Am-heh's Arrow,,,,Amu-Aa's Shield,Hert-Nemmat-Set,,,,,,,,,Dagger of Neith,,Spirit of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,Meryt,Nakhtre,,,,,,,,,,,,,Seshesh,,,,,Blood of Amon,,,,,,Shemat-Khu's Javelin,Osiris's Fury,Anhefta's Shield,,,,Dagger of Astarte,Shentayet,,,,,,,,,Dagger of Amon-Ra,,Spirit of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Merytkhet,Narmer,,,,,,,,,,,,,Henen-nesut,,,,,Menhit's Spear,,,,,,Fist of Heptet,Neith's Rage,Taweret's Arrow,,,,Anuke's Arrow,Astennu,,,,,,,,,Bastet's Dagger,,Spirit of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Merytmihapi,Nebemakhet,,,,,,,,,,,,,Hermopolis Parva,,,,,Menhit's Fury,,,,,,Blade of Meretseger,Amon's Fury,Wrath of Khesfu,,,,Hetepes-Sekhus's Khopesh,Ammit,,,,,,,,,Menhit's Chariot,,Word of Osiris,
,,,,,,,,,,,,,,,,,,,,,,Merytnetjer,Nebmaatre,,,,,,,,,,,,,Menouthis,,,,,Blood of Montu,,,,,,Anti's Shield,Fist of Menhit,Ta-Bijet's Arrow,,,,Fist of Ta-Bijet,Sekhemus,,,,,,,,,Selkis's Javelin,,Breath of Horus,
,,,,,,,,,,,,,,,,,,,,,,Merytre,Nefer,,,,,,,,,,,,,Tjaru,,,,,Horus's Shield,,,,,,Blade of Astarte,Aten's Javelin,Apep's Arrow,,,,Heptet's Rage,Pesi,,,,,,,,,Blood of Hetemit,,Word of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,Mutemwiya,Neferhotep,,,,,,,,,,,,,Athribis,,,,,Fist of Anubis,,,,,,Wepset's Chariot,Amon's Shield,Wepset's Fury,,,,Dagger of Shesmetet,Sekhat-Hor,,,,,,,,,Ra's Khopesh,,Voice of Horus,
