namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Josefina,Cesar,,,,Cabrera,,Allied Fleet Kilo,Aosta,Kemi,San Antonio,Seville,Marrakech,Stanley,Milan,Saint-Pierre,Cordoba,Guadalajara,Baker Lake,Equiano,Obama,Attlee,Constance,,Denali,Rainier,Amazonas,Trudeau,Starfighter,Bismarck,Rokke,Drake,,Skjold,Argentina,,,,Obama,,,,Hawking,Fleming,Malaren,Shearer,Diaz,Pearson,,
,,,,,,,,,,,,,,,,,,,,,,Lucia,Christian,,,,Calderon,,Allied Fleet Lima,Cortina d'Ampezzo,Mo i Rana,Juarez,Mendoza,Dubai,Buttes-Chaumont,Naples,Saint-Malo,Guayaquil,Guayaquil,Clyde River,Guevara,Trudeau,Macdonald,Balaton,,Elbert,Jungfrau,Wildcat,Louis XIV,Typhoon,Blair,Joulwan,Cortes,,Super Etendard,Brazil,,,,Blair,,,,Kepler,Faraday,Winnipegosis,Somerville,Lincoln,Mitterrand,,
,,,,,,,,,,,,,,,,,,,,,,Salma,Cristobal,,,,Campos,,Allied Fleet Mike,Turin,Umea,Austin,Porto,Riyadh al Khabra,Hampstead Heath,Munich,Saint Helier,Porto Alegre,La Paz,Deline,Hale,Attlee,Thatcher,Geneva,,Finsteraarhorn,Zugspitze,Leander,Diaz,Valiant,Thatcher,Goransson,La Salle,,Thunderbolt,Saint Lucia,,,,Schroeder,,,,Boyle,Pasteur,Athabasca,Kosciuszko,Trudeau,Washington,,
,,,,,,,,,,,,,,,,,,,,,,Maya,Daniel,,,,Cano,,Allied Fleet November,Klagenfurt,Kajaani,San Jose,Lisbon,Fès,Kensington,Valencia,Douglas,Goiania,Manaus,Grise Fiord,Hart,Trudeau,Obama,Michigan,,Weisshorn,Grossglockner,Stratofortress,Bismarck,Gabya,Heath,Breedlove,Stanley,,Starfighter,Suriname,,,,Wilson,,,,Planck,Hawking,Superior,Sirnick,Bismarck,Bismarck,,
,,,,,,,,,,,,,,,,,,,,,,Miriam,David,,,,Cardenas,,Allied Fleet Oscar,Bregenz,Kemi-Tornio,Lubbock,Rosario,Mecca,Luxembourg,Frankfurt,Newport,Manaus,Medellin,Ittoqqortoormiit,Hemingway,Bolivar,Lincoln,Winnipegosis,,Rainier,Finsteraarhorn,Invader,Pearson,Dragonfly,Lincoln,Craddock,Vancouver,,Havoc,Monaco,,,,Macdonald,,,,Heisenberg,Curie,Chapala,Dewey,Pearson,Obama,,
,,,,,,,,,,,,,,,,,,,,,,Maribel,Diego,,,,Carranza,,Allied Fleet Papa,Cuneo,Sodertalje,Hermosillo,Bilbao,Sulaymaniyah,Bois de Vincennes,Lisbon,San Juan,Belem,Merida,Kimmirut,Jones,Adenauer,Mulroney,Winnipeg,,Baker,Weisshorn,Avenger,Wilson,Skytrain,Roosevelt,Foggo,Cabot,,Skytrain,Austria,,,,Mulroney,,,,Crick,Crick,Huron,Sklavounos,Attlee,Diaz,,
,,,,,,,,,,,,,,,,,,,,,,Luz,Edgar,,,,Carrasco,,Allied Fleet Quebec,Sondrio,Pitea,Santa Fe,La Plata,Al Ain,Tuileries,Dublin,Christiansted,Maceio,Monterrey,Naujaat,Kosciuszko,Macdonald,Elizabeth II,Ontario,,Gran Paradiso,Matterhorn,Phantom,Lincoln,Mistral,Macron,Hemingway,Pizarro,,Skyraider,Dominican Republic,,,,Mitterrand,,,,Franklin,Heisenberg,Winnipeg,Bingham,Brandt,Trudeau,,
,,,,,,,,,,,,,,,,,,,,,,Juliana,Eduardo,,,,Carrillo,,Allied Fleet Romeo,Sion,Luleå-Kallax,Sacramento,Zaragoza,Erbil,Millennium,Porto,Cruz Bay,Campo Grande,Recife,Pond Inlet,Marshall,Mulroney,Chretien,Timiskaming,,Grossglockner,Washington,Trafalgar,Roosevelt,Demon,Louis XIV,Scaparrotti,Shackleton,,Wasp,Sweden,,,,Merkel,,,,Feynman,Boyle,Maracaibo,Joulwan,Merkel,Macdonald,,
,,,,,,,,,,,,,,,,,,,,,,Aria,Emilio,,,,Casillas,,Allied Fleet Sierra,Bormio,Oskarshamn,Monterrey,Marseille,Khartoum,Borghese,Zurich,Saint Peter Port,Aracaju,Salvador,Qaanaaq,Masaryk,Bonaparte,Churchill,Chapala,,Blanc de Courmayeur,Dom,Steregushchy,Thatcher,Warthog,Churchill,Dewey,Magellan,,Stratofortress,England,,,,Adenauer,,,,Bohr,Mendel,Constance,Miranda,Disraeli,Merkel,,
,,,,,,,,,,,,,,,,,,,,,,Camila,Enrique,,,,Castañeda,,Allied Fleet Tango,Bolzano,Lulea-Sunderbyn,Roswell,Bordeaux,Aswan,Ciutadella,Brussels,Grand Case,Teresina,Santo Domingo,Sachs Harbour,McCrae,Pearson,Bolivar,Neagh,,Matterhorn,Grand Combin,Dauntless,Churchill,Tripartite,Schroeder,King,,,Ohio,Costa Rica,,,,Lincoln,,,,Schrodinger,Planck,Lucerne,Wolters,Pompidou,Louis XIV,,
,,,,,,,,,,,,,,,,,,,,,,Lorena,Ernesto,,,,Castillo,,Allied Fleet Uniform,,,,,,,,,,,,Miranda,Vargas,Bismarck,Lucerne,,Dent Blanche,Dufourspitze,Nighthawk,Heath,Bearcat,Brandt,Jones,,,Cougar,Panama,,,,Bonaparte,,,,,,Okeechobee,Rogers,Trudeau,Kohl,,
,,,,,,,,,,,,,,,,,,,,,,Adela,Esteban,,,,Castro,,Allied Fleet Victor,,,,,,,,,,,,Murphy,Macron,Trudeau,Tahoe,,Wildspitze,Baker,He 162,Kohl,Brandenburg,de Gaulle,Rommel,,,Victor,Jamaica,,,,de Gaulle,,,,,,Neagh,Fraser,Mulroney,Brandt,,
,,,,,,,,,,,,,,,,,,,,,,Adriana,Fabian,,,,Cervantes,,Allied Fleet Whiskey,,,,,,,,,,,,Patch,Blair,Brandt,Maracaibo,,Grand Combin,Eiger,Phantom II,Elizabeth II,Tomcat,Disraeli,Odierno,,,Ton,Finland,,,,Louis XIV,,,,,,Erie,Craddock,Victoria,Trudeau,,
,,,,,,,,,,,,,,,,,,,,,,Alba,Felipe,,,,Chavez,,Allied Fleet Xray,,,,,,,,,,,,Rickenbacker,Mitterrand,Louis XIV,Malaren,,,,Brandenburg,Blair,Falcon,Adenauer,Pound,,,Tornado,Chile,,,,Bismarck,,,,,,Vattern,Masaryk,Bolivar,Heath,,
,,,,,,,,,,,,,,,,,,,,,,Alejandra,Fernando,,,,Contreras,,Allied Fleet Yankee,,,,,,,,,,,,Rogers,de Gaulle,Washington,Okeechobee,,,,Shooting Star,Macdonald,Corsair,Pompidou,Somerville,,,San Giorgio,Iceland,,,,Elizabeth II,,,,,,Garda,Barton,Bonaparte,Adenauer,,
,,,,,,,,,,,,,,,,,,,,,,Alma,Francisco,,,,Coronado,,Allied Fleet Zulu,,,,,,,,,,,,Rommel,Wilson,Wilson,Athabasca,,,,Hawk,Adenauer,Steregushchy,Lincoln,Luns,,,Harrier II,Bahamas,,,,Attlee,,,,,,Vanern,Rickenbacker,Heath,Bonaparte,,
,,,,,,,,,,,,,,,,,,,,,,Amalia,Gabriel,,,,Cortes,,,,,,,,,,,,,,Schweitzer,Pompidou,Schroeder,Manitoba,,,,Thunderchief,Mulroney,Thunderbolt II,Pearson,Clark,,,Sandown,Ireland,,,,Washington,,,,,,Maggiore,Tillman,Roosevelt,Bolivar,,
,,,,,,,,,,,,,,,,,,,,,,Amelia,Gerardo,,,,Cruz,,,,,,,,,,,,,,Sherman,Washington,Adenauer,Superior,,,,Nighthawk,Lincoln,Skyhawk,Wilson,Rasmussen,,,Galaxy,Nicaragua,,,,Trudeau,,,,,,Tahoe,Bouchard,Kohl,Mulroney,,
,,,,,,,,,,,,,,,,,,,,,,Andrea,Gilberto,,,,Delgado,,,,,,,,,,,,,,Stirling,Kohl,Pearson,Vanern,,,,F125,Schroeder,Avenger,Trudeau,Breed,,,Chinook,Scotland,,,,Roosevelt,,,,,,Balaton,Rice,Mitterrand,Thatcher,,
,,,,,,,,,,,,,,,,,,,,,,Angela,Gonzalo,,,,Diaz,,,,,,,,,,,,,,Tillman,Schroeder,de Gaulle,St. Clair,,,,Black Hawk,Trudeau,Scorpène,Washington,Perry,,,Airacobra,Haiti,,,,Heath,,,,,,St. Clair,Pound,Louis XIV,Disraeli,,
,,,,,,,,,,,,,,,,,,,,,,Antonia,Guillermo,,,,Dominguez,,,,,,,,,,,,,,Wallace,Elizabeth II,Mitterrand,Saimaa,,,,Bay,Attlee,Valiant,Chretien,Barton,,,SBD Dauntless,Colombia,,,,Trudeau,,,,,,Ontario,Ritchie,Macron,Schroeder,,
,,,,,,,,,,,,,,,,,,,,,,Araceli,Hector,,,,Duran,,,,,,,,,,,,,,York,Roosevelt,Diaz,Garda,,,,Tempest,Pompidou,Intruder,Trudeau,Di Paola,,,Argos,Mexico,,,,Victoria,,,,,,Peipus,Galvin,Obama,Churchill,,
,,,,,,,,,,,,,,,,,,,,,,Ariana,Hugo,,,,Espinoza,,,,,,,,,,,,,,Breedlove,Diaz,Merkel,,,,,Starfighter,Vargas,Visby,Diaz,Rogers,,,Cyclone,Paraguay,,,,Churchill,,,,,,,Tovey,Adenauer,Elizabeth II,,
,,,,,,,,,,,,,,,,,,,,,,Beatriz,Ignacio,,,,Estrada,,,,,,,,,,,,,,Rasmussen,Louis XIV,Trudeau,,,,,Pave Hawk,Macron,Gnat,Attlee,Ralston,,,Karel Doorman,Uruguay,,,,Chretien,,,,,,,Douglass,Elizabeth II,Lincoln,,
,,,,,,,,,,,,,,,,,,,,,,Bianca,Isaac,,,,Farias,,,,,,,,,,,,,,Stavridis,Lincoln,Macron,,,,,Sabre,Brandt,Bremen,Obama,Schweitzer,,,Dauntless,Andorra,,,,Vargas,,,,,,,Ralston,Lincoln,Vargas,,
,,,,,,,,,,,,,,,,,,,,,,Bruna,Ivan,,,,Fernandez,,,,,,,,,,,,,,Foggo,,,,,,,Dragonfly,,Descubierta,,Wallace,,,Gowind,Guyana,,,,,,,,,,,Breed,,,,
,,,,,,,,,,,,,,,,,,,,,,Carlota,Javier,,,,Flores,,,,,,,,,,,,,,Wolters,,,Bourget,,,,Tornado,,Corsair,,Patch,,,Stratofortress,Liechtenstein,,,,,,,,,,,King,,,,
,,,,,,,,,,,,,,,,,,,,,,Carmen,Joel,,,,Franco,,,,,,,,,,,,,,Mercier,,,Zurich,,,,Reaper,,Black Hawk,,Dawes,,,Lightning II,Barbados,,,,,,,,,,,Halsey,,,,
,,,,,,,,,,,,,,,,,,,,,,Celeste,Jorge,,,,Gallegos,,,,,,,,,,,,,,Lanata,,,Trasimeno,,,,Fearless,,Sabre,,Jellicoe,,,Lightning,Portugal,,,,,,,,,,,Fraser,,,,
,,,,,,,,,,,,,,,,,,,,,,Clara,Jose,,,,Garcia,,,,,,,,,,,,,,Bartels,,,Annecy,,,,Havoc,,Nelson,,Lemnitzer,,,Tripartite,Netherlands,,,,,,,,,,,Leigh-Mallory,,,,
,,,,,,,,,,,,,,,,,,,,,,Constanza,Josue,,,,Garza,,,,,,,,,,,,,,Pavel,,,,,,,Apache,,Berlin,,Cunningham,,,Visby,San Marino,,,,,,,,,,,Powell,,,,
,,,,,,,,,,,,,,,,,,,,,,Daniela,Juan,,,,Gomez,,,,,,,,,,,,,,Gortney,,,,,,,Oaxaca,,Lysander,,Masaryk,,,Warhawk,Belgium,,,,,,,,,,,Perry,,,,
,,,,,,,,,,,,,,,,,,,,,,Diana,Julian,,,,Gonzales,,,,,,,,,,,,,,Scaparrotti,,,,,,,Dreadnought,,Defiant,,Bartels,,,FREMM,France,,,,,,,,,,,Craddock,,,,
,,,,,,,,,,,,,,,,,,,,,,Dulce,Julio,,,,Gonzalez,,,,,,,,,,,,,,Hodges,,,,,,,Gnat,,Sachsen,,Stavridis,,,Dauntless,Ecuador,,,,,,,,,,,Costilla,,,,
,,,,,,,,,,,,,,,,,,,,,,Elisa,Leonardo,,,,Guerrero,,,,,,,,,,,,,,Sklavounos,,,,,,,Skjold,,Spirit,,Gortney,,,Tomcat,Norway,,,,,,,,,,,Rokke,,,,
,,,,,,,,,,,,,,,,,,,,,,Emilia,Luis,,,,Gutierrez,,,,,,,,,,,,,,Smith,,,,,,,Bayern,,Thunderbolt,,Harville,,,Harrier,America,,,,,,,,,,,Sklenka,,,,
,,,,,,,,,,,,,,,,,,,,,,Estela,Manuel,,,,Hernandez,,,,,,,,,,,,,,Palomeros,,,,,,,Spitfire,,Tornado,,Somerville,,,Skyhawk,Wales,,,,,,,,,,,Woloszyn,,,,
,,,,,,,,,,,,,,,,,,,,,,Fabiola,Marco,,,,Herrera,,,,,,,,,,,,,,Di Paola,,,,,,,Cougar,,He 111,,Sklavounos,,,Spirit,Honduras,,,,,,,,,,,York,,,,
,,,,,,,,,,,,,,,,,,,,,,Fernanda,Mario,,,,Ibarra,,,,,,,,,,,,,,Shearer,,,,,,,Baden-Wurttemberg,,Wildcat,,Wake-Walker,,,Falcon,Venezuela,,,,,,,,,,,Montgomery,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabriela,Martin,,,,Jaimes,,,,,,,,,,,,,,Jones,,,,,,,Type 45,,Flower,,McCrae,,,Texan II,Belize,,,,,,,,,,,Equiano,,,,
,,,,,,,,,,,,,,,,,,,,,,Genesis,Mateo,,,,Jimenez,,,,,,,,,,,,,,Richards,,,,,,,Raptor,,Queen Elizabeth,,Rogers,,,Carrasco,El Salvador,,,,,,,,,,,Ramsay,,,,
,,,,,,,,,,,,,,,,,,,,,,Graciela,Mauricio,,,,Juarez,,,,,,,,,,,,,,Houghton,,,,,,,Predator,,Taranis,,Ramsay,,,Tigershark,Guatemala,,,,,,,,,,,Brooke-Popham,,,,
,,,,,,,,,,,,,,,,,,,,,,Guadalupe,Max,,,,Lara,,,,,,,,,,,,,,Demers,,,,,,,America,,Sandown,,Balboa,,,Black Hawk,Canada,,,,,,,,,,,Murphy,,,,
,,,,,,,,,,,,,,,,,,,,,,Ines,Miguel,,,,Leal,,,,,,,,,,,,,,Henault,,,,,,,Berlin,,Skyray,,Phillips,,,Super Sabre,Luxembourg,,,,,,,,,,,Stirling,,,,
,,,,,,,,,,,,,,,,,,,,,,Irene,Nando,,,,Leon,,,,,,,,,,,,,,Vance,,,,,,,Merlin,,Gowind,,Portal,,,Pave Hawk,Peru,,,,,,,,,,,Rasmussen,,,,
,,,,,,,,,,,,,,,,,,,,,,Ivana,Nestor,,,,Lerma,,,,,,,,,,,,,,Bouchard,,,,,,,Ada-class,,Storch,,Sherman,,,Fridtjof Nansen,Antigua,,,,,,,,,,,Nimitz,,,,
,,,,,,,,,,,,,,,,,,,,,,Jimena,Nicolas,,,,Linares,,,,,,,,,,,,,,Van den Burg,,,,,,,Vanguard,,Canberra,,Powell,,,Trafalgar,Switzerland,,,,,,,,,,,Marshall,,,,
,,,,,,,,,,,,,,,,,,,,,,Josefita,Octavio,,,,Loera,,,,,,,,,,,,,,van Uhm,,,,,,,Argos,,Stratotanker,,Marshall,,,Nighthawk,,,,,,,,,,,,Mercier,,,,
,,,,,,,,,,,,,,,,,,,,,,Juana,Orlando,,,,Lopez,,,,,,,,,,,,,,Clark,,,,,,,Intruder,,Tucano,,Bradley,,,Seahawk,,,,,,,,,,,,Hummel,,,,
,,,,,,,,,,,,,,,,,,,,,,Julieta,Oscar,,,,Luna,,,,,,,,,,,,,,Joulwan,,,,,,,SBD Dauntless,,Thunderchief,,Richards,,,Vulcan,,,,,,,,,,,,Demers,,,,
,,,,,,,,,,,,,,,,,,,,,,Karen,Pablo,,,,Madrid,,,,,,,,,,,,,,Naumann,,,,,,,Thunderbolt,,Stratofortress,,Giambastiani,,,Blackbird,,,,,,,,,,,,van Uhm,,,,
,,,,,,,,,,,,,,,,,,,,,,Karina,Pancho,,,,Maldonado,,,,,,,,,,,,,,Rokke,,,,,,,Super Etendard,,Globemaster,,Mercier,,,Resolution,,,,,,,,,,,,Bradley,,,,
,,,,,,,,,,,,,,,,,,,,,,Lara,Pedro,,,,Marquez,,,,,,,,,,,,,,Craddock,,,,,,,Tripartite,,Amazonas,,Eisenhower,,,Goshawk,,,,,,,,,,,,Hart,,,,
,,,,,,,,,,,,,,,,,,,,,,Leticia,Rafael,,,,Martinez,,,,,,,,,,,,,,Bortoluzzi,,,,,,,Victor,,Airacobra,,Leigh-Mallory,,,Aardvark,,,,,,,,,,,,Wilson,,,,
,,,,,,,,,,,,,,,,,,,,,,Liliana,Ramon,,,,Medina,,,,,,,,,,,,,,Giambastiani,,,,,,,Tigershark,,Nansen,,Slessor,,,Tucano,,,,,,,,,,,,Joulwan,,,,
,,,,,,,,,,,,,,,,,,,,,,Loreto,Raul,,,,Mejia,,,,,,,,,,,,,,Rice,,,,,,,Valiant,,Kilo,,Sirnick,,,Berlin,,,,,,,,,,,,Sheppard,,,,
,,,,,,,,,,,,,,,,,,,,,,Lourdes,Ricardo,,,,Mendoza,,,,,,,,,,,,,,Odierno,,,,,,,Kingcobra,,San Giorgio,,Horton,,,Gladiator,,,,,,,,,,,,Palomeros,,,,
,,,,,,,,,,,,,,,,,,,,,,Luciana,Roberto,,,,Mercado,,,,,,,,,,,,,,Scowcroft,,,,,,,Talon,,Rotterdam,,Mountbatten,,,Skytrain,,,,,,,,,,,,Harville,,,,
,,,,,,,,,,,,,,,,,,,,,,Mabel,Rodrigo,,,,Miranda,,,,,,,,,,,,,,Petraeus,,,,,,,D'Estienne d'Orves,,Aardvark,,Sturdee,,,Canberra,,,,,,,,,,,,Somerville,,,,
,,,,,,,,,,,,,,,,,,,,,,Magdalena,Rogelio,,,,Molina,,,,,,,,,,,,,,Mattis,,,,,,,Comandanti,,Spitfire,,Kosciuszko,,,Mitchell,,,,,,,,,,,,Brooke,,,,
,,,,,,,,,,,,,,,,,,,,,,Marcela,Ruben,,,,Monroy,,,,,,,,,,,,,,Allen,,,,,,,Cobra,,Lancer,,Henault,,,Bayern,,,,,,,,,,,,Doss,,,,
,,,,,,,,,,,,,,,,,,,,,,Mariela,Salvador,,,,Montes,,,,,,,,,,,,,,Breed,,,,,,,Ton,,San Antonio,,Tovey,,,He 162,,,,,,,,,,,,Gortney,,,,
,,,,,,,,,,,,,,,,,,,,,,Martina,Samuel,,,,Morales,,,,,,,,,,,,,,Woloszyn,,,,,,,Yavuz-class,,Tornado,,Halsey,,,Thunderbolt II,,,,,,,,,,,,Sturdee,,,,
,,,,,,,,,,,,,,,,,,,,,,Mercedes,Santiago,,,,Moreno,,,,,,,,,,,,,,Sklenka,,,,,,,Black Hawk,,Hornet,,Stirling,,,Nansen,,,,,,,,,,,,Guevara,,,,
,,,,,,,,,,,,,,,,,,,,,,Milena,Saul,,,,Munoz,,,,,,,,,,,,,,Bartels,,,,,,,Goshawk,,Absalon,,Norstad,,,Chinook,,,,,,,,,,,,Spruance,,,,
,,,,,,,,,,,,,,,,,,,,,,Nadia,Sebastian,,,,Murillo,,,,,,,,,,,,,,Sirnick,,,,,,,Draken,,Galaxy,,Brooke,,,Defiant,,,,,,,,,,,,Odierno,,,,
,,,,,,,,,,,,,,,,,,,,,,Natalia,Sergio,,,,Navarro,,,,,,,,,,,,,,Goransson,,,,,,,Vulcan,,Trafalgar,,Naumann,,,Taranis,,,,,,,,,,,,Bader,,,,
