namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Ianthe,Damocles,,,,Papazoglou,,,,,,,,,Myndus,,,,,Artemis's Will,,,,,,Harmonia's Command,Hera's Xiphon,Harmonia's Command,,,,Harmonia's Command,,,,,,,,,,Hera's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,Iole,Scamander,,,,Ziakas,,,,,,,,,Mytilene,,,,,Hera's Chariot,,,,,,Elatus,Apollo's Arrow,Elatus,,,,Elatus,,,,,,,,,,Apollo's Kopis,,,
,,,,,,,,,,,,,,,,,,,,,,Iphigenia,Alcibiades,,,,Roumelioti,,,,,,,,,Naupactus,,,,,Hephaestus's Steed,,,,,,Makhai's Doru,Breath of Hera,Makhai's Doru,,,,Makhai's Doru,,,,,,,,,,Hermes's Fist,,,
,,,,,,,,,,,,,,,,,,,,,,Irene,Daedalus,,,,Kourti,,,,,,,,,Nicopolis,,,,,Hestia's Sarissa,,,,,,Androgeus,Hand of Hermes,Androgeus,,,,Androgeus,,,,,,,,,,Artemis's Dagger,,,
,,,,,,,,,,,,,,,,,,,,,,Ismene,Hippolytus,,,,Stavropoulos,,,,,,,,,Nysa,,,,,Hand of Aphrodite,,,,,,Nike's Fist,Hephaestus's Xiphon,Nike's Fist,,,,Nike's Fist,,,,,,,,,,Demeter's Fist,,,
,,,,,,,,,,,,,,,,,,,,,,Jocasta,Charon,,,,Pavlis,,,,,,,,,Oenoe,,,,,Hestia's Javelin,,,,,,Soteria,Hermes's Command,Soteria,,,,Soteria,,,,,,,,,,Hestia's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,Kalliope,Stephenson,,,,Antoniadis,,,,,,,,,Olbia,,,,,Breath of Ares,,,,,,Anteros's Chariot,Hestia's Dagger,Anteros's Chariot,,,,Anteros's Chariot,,,,,,,,,,Hera's Fist,,,
,,,,,,,,,,,,,,,,,,,,,,Kassandra,Plato,,,,Tsakiridis,,,,,,,,,Olympia,,,,,Aphrodite's Xiphon,,,,,,Nike's Kopis,Artemis's Kopis,Nike's Kopis,,,,Nike's Kopis,,,,,,,,,,Will of Hestia,,,
,,,,,,,,,,,,,,,,,,,,,,Kore,Hyacinthus,,,,Ziogas,,,,,,,,,Olynthus,,,,,Hera's Fist,,,,,,Augeas,Hermes's Steed,Augeas,,,,Augeas,,,,,,,,,,Artemis's Fist,,,
,,,,,,,,,,,,,,,,,,,,,,Lampetia,Endymion,,,,Nicoli,,,,,,,,,Oreus,,,,,Hestia's Will,,,,,,Spirit of Anteros,Hera's Doru,Spirit of Anteros,,,,Spirit of Anteros,,,,,,,,,,Will of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,Leda,Pericles,,,,Michou,,,,,,,,,Oropus,,,,,Hera's Arrow,,,,,,Athena Nike,Hera's Steed,Athena Nike,,,,Athena Nike,,,,,,,,,,Hermes's Spear,,,
,,,,,,,,,,,,,,,,,,,,,,Leucothea,Euryalus,,,,Christopoulos,,,,,,,,,Pagasae,,,,,Hephaestus's Doru,,,,,,Epopeus,Hand of Hephaestus,Epopeus,,,,Epopeus,,,,,,,,,,Hestia's Shield,,,
,,,,,,,,,,,,,,,,,,,,,,Limnoria,Vasyklo,,,,Christodoulopoulos,,,,,,,,,Pandosia,,,,,Ares's Haplon,,,,,,Nike's Rage,Artemis's Shield,Nike's Rage,,,,Nike's Rage,,,,,,,,,,Ares's Dagger,,,
,,,,,,,,,,,,,,,,,,,,,,Liriope,Icarus,,,,Lappa,,,,,,,,,Paros,,,,,Hera's Spear,,,,,,Asclepius,Athena's Sword,Asclepius,,,,Asclepius,,,,,,,,,,Demeter's Shield,,,
,,,,,,,,,,,,,,,,,,,,,,Lyra,Cheiron,,,,Karagkounis,,,,,,,,,Patrae,,,,,Vision of Hermes,,,,,,Adrestia's Haplon,Spirit of Hephaestus,Adrestia's Haplon,,,,Adrestia's Haplon,,,,,,,,,,Artemis's Command,,,
,,,,,,,,,,,,,,,,,,,,,,Maia,Evasn,,,,Andreopoulos,,,,,,,,,Pergamum,,,,,Hera's Kopis,,,,,,Adrestia's Spear,Hand of Ares,Adrestia's Spear,,,,Adrestia's Spear,,,,,,,,,,Artemis's Javelin,,,
,,,,,,,,,,,,,,,,,,,,,,Medea,Tim,,,,Sotiropoulou,,,,,,,,,Perinthus,,,,,Athena's Spear,,,,,,Adrestia's Command,Breath of Hephaestus,Adrestia's Command,,,,Adrestia's Command,,,,,,,,,,Aphrodite's Sword,,,
,,,,,,,,,,,,,,,,,,,,,,Megara,Alexi,,,,Sifakis,,,,,,,,,Phalerum,,,,,Voice of Aphrodite,,,,,,Aristaeus,Apollo's Command,Aristaeus,,,,Aristaeus,,,,,,,,,,Breath of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,Melia,Laertes,,,,Dimopoulos,,,,,,,,,Pharae,,,,,Hera's Sword,,,,,,Deimos's Doru,Demeter's Rage,Deimos's Doru,,,,Deimos's Doru,,,,,,,,,,Will of Athena,,,
,,,,,,,,,,,,,,,,,,,,,,Melina,Dario,,,,Paulos,,,,,,,,,Pherae,,,,,Spirit of Hera,,,,,,Cycnus,Hermes's Arrow,Cycnus,,,,Cycnus,,,,,,,,,,Hera's Spear,,,
,,,,,,,,,,,,,,,,,,,,,,Mneme,Staffen,,,,Thoma,,,,,,,,,Phlius,,,,,Vision of Hephaestus,,,,,,Harmonia's Vigil,Word of Hermes,Harmonia's Vigil,,,,Harmonia's Vigil,,,,,,,,,,Hermes's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,Myrrha,Amphiaraus,,,,Exarchos,,,,,,,,,Phocaea,,,,,Hermes's Shield,,,,,,Eris's Chariot,Athena's Rage,Eris's Chariot,,,,Eris's Chariot,,,,,,,,,,Voice of Hera,,,
,,,,,,,,,,,,,,,,,,,,,,Nausicaa,Teodors,,,,Skiadas,,,,,,,,,Piraeus,,,,,Word of Artemis,,,,,,Kydoimos's Sarissa,Aphrodite's Command,Kydoimos's Sarissa,,,,Kydoimos's Sarissa,,,,,,,,,,Hestia's Fist,,,
,,,,,,,,,,,,,,,,,,,,,,Nemesis,Pieter,,,,Paschalidou,,,,,,,,,Plataea,,,,,Athena's Fist,,,,,,Hand of Harmonia,Aphrodite's Chariot,Hand of Harmonia,,,,Hand of Harmonia,,,,,,,,,,Demeter's Haplon,,,
